package_name,ecosystem,cve_id,severity,cvss_score,description,published_date,affected_projects
Django,pypi,GHSA-rvq6-mrpv-m6rm,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Code Injection in Django,2022-05-17T03:07:04Z,4
Django,pypi,GHSA-vfq6-hq5r-27r6,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Django Potential account hijack via password reset form,2020-01-16T22:35:12Z,4
Django,pypi,GHSA-w24h-v9qh-8gxj,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SQL Injection in Django,2022-04-13T00:00:33Z,4
Django,pypi,GHSA-wqjj-hx84-v449,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Django Vulnerable to MySQL Injection,2022-05-17T03:07:04Z,4
Django,pypi,GHSA-xpfp-f569-q3p2,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SQL Injection in Django,2021-09-22T17:34:49Z,4
Pillow,pypi,GHSA-57h3-9rgr-c24m,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Out of bounds write in Pillow,2021-03-29T16:35:16Z,4
Pillow,pypi,GHSA-7534-mm45-c74v,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Buffer Overflow in Pillow,2021-10-05T20:24:41Z,4
Pillow,pypi,GHSA-8m9x-pxwq-j236,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Pillow command injection,2022-05-17T04:45:39Z,4
Pillow,pypi,GHSA-8vj2-vxx3-667w,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Arbitrary expression injection in Pillow,2022-01-12T20:07:33Z,4
Pillow,pypi,GHSA-p49h-hjvm-jg3h,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,PCX P mode buffer overflow in Pillow,2021-11-03T18:05:04Z,4
Pillow,pypi,GHSA-r7rm-8j6h-r933,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Buffer Copy without Checking Size of Input in Pillow,2022-05-24T17:05:33Z,4
Pillow,pypi,PYSEC-2022-43145,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,libImaging/TgaRleDecode.c in Pillow 9.1.0 has a heap buffer overflow in the processing of invalid TGA image files.,2022-05-25T12:15:00Z,4
torch,pypi,GHSA-47fc-vmwq-366v,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,PyTorch vulnerable to arbitrary code execution,2022-11-26T03:30:27Z,4
torch,pypi,PYSEC-2024-259,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"In PyTorch <=2.4.1, the RemoteModule has Deserialization RCE. NOTE: this is disputed by multiple parties because this is intended behavior in PyTorch distributed computing.",2024-10-29T21:15:04Z,4
torch,pypi,PYSEC-2025-41,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"PyTorch is a Python package that provides tensor computation with strong GPU acceleration and deep neural networks built on a tape-based autograd system. In version 2.5.1 and prior, a Remote Command Execution (RCE) vulnerability exists in PyTorch when loading a model using torch.load with weights_only=True. This issue has been patched in version 2.6.0.",2025-04-18T16:15:23Z,4
Django,pypi,GHSA-qcgg-j2x8-h9g8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L,Django has a potential denial-of-service vulnerability in IPv6 validation,2025-01-14T21:31:47Z,4
Django,pypi,GHSA-wqfg-m96j-85vm,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L,Django Potential Denial of Service (DoS) on Windows ,2025-04-02T15:31:37Z,4
Django,pypi,GHSA-vjjp-9r83-22rc,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,Django Directory Traversal via ssi template tag,2022-05-17T04:56:46Z,4
Django,pypi,GHSA-625g-gx8c-xcmg,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,Django Middleware Enables Session Hijacking,2022-05-14T02:09:22Z,4
Django,pypi,GHSA-hvmf-r92r-27hr,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,Django allows unintended model editing,2019-12-04T21:26:28Z,4
Django,pypi,GHSA-r7w6-p47g-vj53,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,Django Data leakage via admin history log,2022-05-05T02:48:46Z,4
Django,pypi,GHSA-fwr5-q9rx-294f,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,Improper query string handling in Django,2018-07-23T19:51:40Z,4
Django,pypi,GHSA-3gh2-xw74-jmcw,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,SQL injection in Django,2020-06-05T14:52:07Z,4
protobuf,pypi,GHSA-jwvw-v7c5-m82h,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,protobuf susceptible to buffer overflow,2022-05-13T01:06:54Z,4
Django,pypi,GHSA-p3fp-8748-vqfq,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:L,Django vulnerable to Allocation of Resources Without Limits or Throttling,2025-03-06T21:31:26Z,4
Django,pypi,GHSA-68w8-qjq3-2gfm,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,Path Traversal in Django,2021-06-10T17:21:00Z,4
Django,pypi,GHSA-vm8q-m57g-pff3,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,Regular expression denial-of-service in Django,2024-03-15T21:30:43Z,4
Django,pypi,GHSA-9v8h-57gv-qch6,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,Django vulnerable to Denial of Service via i18n middleware component,2022-05-01T18:36:08Z,4
Django,pypi,GHSA-h8gc-pgj2-vjm3,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,Django Denial-of-service in django.utils.text.Truncator,2023-11-03T06:36:30Z,4
Django,pypi,GHSA-xxj9-f6rv-m3x4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,Django denial-of-service attack in the intcomma template filter,2024-02-07T00:30:25Z,4
Django,pypi,GHSA-rrqc-c2jx-6jgv,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,Django allows enumeration of user e-mail addresses,2024-10-08T18:33:13Z,4
Django,pypi,GHSA-wpjr-j57x-wxfw,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,Data leakage via cache key collision in Django,2020-06-05T16:20:44Z,4
Django,pypi,GHSA-q7q2-qf2q-rw3w,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,Django Vulnerable to Cache Poisoning,2022-05-17T03:07:00Z,4
Pillow,pypi,GHSA-3f63-hfp8-52jq,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,Arbitrary Code Execution in Pillow,2024-01-19T21:30:35Z,4
Pillow,pypi,GHSA-43fq-w8qq-v88h,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,Out-of-bounds read in Pillow,2020-07-27T21:52:36Z,4
Django,pypi,GHSA-7xr5-9hcq-chf9,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:N,Django Improper Output Neutralization for Logs vulnerability,2025-06-05T03:30:58Z,4
Django,pypi,GHSA-q95w-c7qg-hrff,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,Django vulnerable to partial directory traversal via archives,2025-10-01T21:31:22Z,4
Django,pypi,GHSA-6w2r-r2m5-xq5w,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N,Django is subject to SQL injection through its column aliases,2025-09-08T18:31:31Z,4
Django,pypi,GHSA-hpr9-3m2g-3j9p,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N,Django vulnerable to SQL injection in column aliases,2025-10-01T21:31:21Z,4
Pillow,pypi,GHSA-g6rj-rv7j-xwp4,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Pillow denial of service,2021-06-08T18:49:11Z,4
Pillow,pypi,GHSA-hjfx-8p6c-g7gx,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Insufficient Verification of Data Authenticity in Pillow,2021-06-08T18:49:20Z,4
Pillow,pypi,GHSA-vj42-xq3r-hr3r,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Out-of-bounds reads in Pillow,2020-07-27T21:52:39Z,4
Pillow,pypi,GHSA-3xv8-3j54-hgrp,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,Out-of-bounds read in Pillow,2021-11-03T18:04:53Z,4
Pillow,pypi,GHSA-cqhg-xjhh-p8hf,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,Out-of-bounds reads in Pillow,2020-07-27T21:52:43Z,4
Pillow,pypi,GHSA-8843-m7mw-mxqm,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Buffer overflow in Pillow,2020-07-27T21:52:41Z,4
torch,pypi,GHSA-pg7h-5qx3-wjr3,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Pytorch use-after-free vulnerability,2024-04-17T21:30:48Z,4
Django,pypi,GHSA-x88j-93vc-wpmp,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,Session manipulation in Django,2018-07-23T19:52:39Z,4
Pillow,pypi,GHSA-r854-96gq-rfg3,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Pillow Temporary file name leakage,2020-05-18T17:41:19Z,4
Pillow,pypi,GHSA-x895-2wrm-hvp7,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,PIL and Pillow Vulnerable to Symlink Attack on Tmpfiles,2022-05-17T02:39:13Z,4
Django,pypi,GHSA-6wcr-wcqm-3mfh,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,Django settings leak in date template filter,2022-05-17T03:25:24Z,4
torch,pypi,GHSA-3749-ghw9-m3mg,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,PyTorch susceptible to local Denial of Service,2025-03-30T18:30:24Z,4
torch,pypi,GHSA-887c-mr87-cxwp,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,PyTorch Improper Resource Shutdown or Release vulnerability,2025-04-16T21:30:59Z,4
Pillow,pypi,GHSA-xg8h-j46f-w952,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,Pillow vulnerability can cause write buffer overflow on BCn encoding,2025-07-01T17:29:37Z,4
Pillow,pypi,GHSA-44wm-f244-xhp3,CVSS_V3,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,Pillow buffer overflow vulnerability,2024-04-03T03:30:30Z,4
Pillow,pypi,GHSA-3c5c-7235-994j,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Pillow buffer overflow in ImagingPcdDecode,2018-07-24T20:15:13Z,4
Pillow,pypi,GHSA-8xjv-v9xq-m5h9,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Pillow Buffer overflow in ImagingFliDecode,2018-07-24T20:15:36Z,4
Django,pypi,GHSA-337x-4q8g-prc5,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,Improper Input Validation in Django,2019-01-14T16:20:05Z,4
Pillow,pypi,GHSA-hggx-3h72-49ww,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,Pillow Buffer overflow in ImagingLibTiffDecode,2018-07-24T20:03:51Z,4
Django,pypi,GHSA-pw27-w7w4-9qc7,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:H/A:N,Django XSS Vulnerability,2022-05-17T01:09:58Z,4
Django,pypi,GHSA-37hp-765x-j95x,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Django open redirect and possible XSS attack via user-supplied numeric redirect URLs,2019-01-04T17:50:26Z,4
Django,pypi,GHSA-5hg3-6c2f-f3wr,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Django open redirect,2018-10-04T21:58:46Z,4
Django,pypi,GHSA-7rp2-fm2h-wchj,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Django Cross-site Scripting in AdminURLFieldWidget,2019-06-10T18:43:25Z,4
Django,pypi,GHSA-9r8w-6x8c-6jr9,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Django vulnerable to XSS on 500 pages,2019-01-04T17:50:34Z,4
Django,pypi,GHSA-c8c8-9472-w52h,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Django Cross-site scripting Vulnerability,2022-05-14T02:46:13Z,4
Django,pypi,GHSA-h4hv-m4h4-mhwg,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,Django open redirect,2019-01-04T17:50:17Z,4
Django,pypi,GHSA-2f9x-5v75-3qv4,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,Django Denial-of-service possibility in truncatechars_html and truncatewords_html template filters,2019-01-04T17:50:00Z,4
Django,pypi,GHSA-r28v-mw67-m5p9,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,Django denial-of-service possibility in urlize and urlizetrunc template filters,2019-01-04T17:50:07Z,4
Django,pypi,GHSA-h5jv-4p7w-64jg,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Django Denial-of-service in strip_tags(),2019-08-06T01:43:33Z,4
Django,pypi,GHSA-v9qg-3j8p-r63v,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Uncontrolled Recursion in Django,2019-08-06T01:43:31Z,4
Django,pypi,GHSA-wh4h-v3f2-r2pp,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Uncontrolled Memory Consumption in Django,2019-02-12T15:36:37Z,4
Django,pypi,GHSA-crhm-qpjc-cm64,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,Django CSRF Protection Bypass,2022-05-14T03:55:50Z,4
gunicorn,pypi,GHSA-32pc-xphx-q4f6,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,Gunicorn contains Improper Neutralization of CRLF sequences in HTTP headers,2018-07-12T20:30:49Z,4
Django,pypi,GHSA-6c7v-2f49-8h26,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Django Incorrect HTTP detection with reverse-proxy connecting via HTTPS,2019-07-03T20:37:25Z,4
Django,pypi,GHSA-rf4j-j272-fj86,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Django vulnerable to information leakage in AuthenticationForm,2018-10-03T21:13:54Z,4
gunicorn,pypi,GHSA-hc5x-x2vx-497g,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Gunicorn HTTP Request/Response Smuggling vulnerability,2025-03-20T12:32:45Z,4
Django,pypi,GHSA-6r97-cj55-9hrq,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SQL Injection in Django,2019-08-16T14:00:34Z,4
Django,pypi,GHSA-mv8g-fhh6-6267,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Django user with hardcoded password created when running tests on Oracle,2022-05-17T00:27:18Z,4
Pillow,pypi,GHSA-hvr8-466p-75rh,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Pillow Integer overflow in ImagingResampleHorizontal,2018-07-24T20:15:48Z,4
Django,pypi,GHSA-46x4-9jmv-jc8p,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:N,Django Access Restrictions Bypass ,2022-05-17T03:43:00Z,4
Django,pypi,GHSA-6mx3-3vqg-hpp2,CVSS_V3,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,Django allows unprivileged users to read the password hashes of arbitrary accounts,2018-10-03T20:07:39Z,4
Django,pypi,GHSA-fp6p-5xvw-m74f,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N,Django User Enumeration Vulnerability,2022-05-17T01:09:58Z,4
Django,pypi,GHSA-3f2c-jm6v-cr35,CVSS_V3,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,Django DNS Rebinding Vulnerability,2022-05-17T00:27:18Z,4
Pillow,pypi,GHSA-v9pc-9mvp-x87g,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Pillow Buffer overflow in Jpeg2KEncode.c,2022-05-17T02:47:20Z,4
Pillow,pypi,GHSA-rwr3-c2q8-gm56,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,Pillow Integer overflow in Map.c,2018-07-24T20:08:27Z,4
Pillow,pypi,GHSA-w4vg-rf63-f3j3,CVSS_V3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,"Arbitrary code using ""crafted image file"" approach affecting Pillow",2018-07-12T14:45:42Z,4
Django,pypi,GHSA-mwv2-398h-v489,UNKNOWN,,Django Improper Access Control,2022-05-01T17:44:04Z,4
Django,pypi,GHSA-qc99-g3wm-hgxr,UNKNOWN,,Django Arbitrary Code Execution,2022-05-01T17:44:04Z,4
Django,pypi,GHSA-qrh7-x6fp-c2mp,UNKNOWN,,XML Entity Expansion (XEE) in Django,2022-05-17T05:09:40Z,4
Django,pypi,GHSA-x64m-686f-fmm3,UNKNOWN,,XML External Entity (XXE) in Django,2022-05-17T05:09:39Z,4
Django,pypi,PYSEC-2007-1,UNKNOWN,,"The internationalization (i18n) framework in Django 0.91, 0.95, 0.95.1, and 0.96, and as used in other products such as PyLucid, when the USE_I18N option and the i18n component are enabled, allows remote attackers to cause a denial of service (memory consumption) via many HTTP requests with large Accept-Language headers.",2007-10-30T19:46:00Z,4
Django,pypi,PYSEC-2008-1,UNKNOWN,,"Cross-site scripting (XSS) vulnerability in the login form in the administration application in Django 0.91 before 0.91.2, 0.95 before 0.95.3, and 0.96 before 0.96.2 allows remote attackers to inject arbitrary web script or HTML via the URI of a certain previous request.",2008-05-23T15:32:00Z,4
Django,pypi,PYSEC-2008-2,UNKNOWN,,"The administration application in Django 0.91, 0.95, and 0.96 stores unauthenticated HTTP POST requests and processes them after successful authentication occurs, which allows remote attackers to conduct cross-site request forgery (CSRF) attacks and delete or modify data via unspecified requests.",2008-09-04T17:41:00Z,4
Django,pypi,PYSEC-2009-3,UNKNOWN,,"The Admin media handler in core/servers/basehttp.py in Django 1.0 and 0.96 does not properly map URL requests to expected ""static media files,"" which allows remote attackers to conduct directory traversal attacks and read arbitrary files via a crafted URL.",2009-08-04T16:30:00Z,4
Django,pypi,PYSEC-2009-4,UNKNOWN,,Algorithmic complexity vulnerability in the forms library in Django 1.0 before 1.0.4 and 1.1 before 1.1.1 allows remote attackers to cause a denial of service (CPU consumption) via a crafted (1) EmailField (email address) or (2) URLField (URL) that triggers a large amount of backtracking in a regular expression.,2009-10-13T10:30:00Z,4
Django,pypi,PYSEC-2010-12,UNKNOWN,,Cross-site scripting (XSS) vulnerability in Django 1.2.x before 1.2.2 allows remote attackers to inject arbitrary web script or HTML via a csrfmiddlewaretoken (aka csrf_token) cookie.,2010-09-14T19:00:00Z,4
Django,pypi,PYSEC-2011-1,UNKNOWN,,"django.contrib.sessions in Django before 1.2.7 and 1.3.x before 1.3.1, when session data is stored in the cache, uses the root namespace for both session identifiers and application-data keys, which allows remote attackers to modify a session by triggering use of a key that is equal to that session's identifier.",2011-10-19T10:55:00Z,4
Django,pypi,PYSEC-2011-10,UNKNOWN,,"Django 1.1.x before 1.1.4 and 1.2.x before 1.2.5 does not properly validate HTTP requests that contain an X-Requested-With header, which makes it easier for remote attackers to conduct cross-site request forgery (CSRF) attacks via forged AJAX requests that leverage a ""combination of browser plugins and redirects,"" a related issue to CVE-2011-0447.",2011-02-14T21:00:00Z,4
Django,pypi,PYSEC-2011-11,UNKNOWN,,Cross-site scripting (XSS) vulnerability in Django 1.1.x before 1.1.4 and 1.2.x before 1.2.5 might allow remote attackers to inject arbitrary web script or HTML via a filename associated with a file upload.,2011-02-14T21:00:00Z,4
Django,pypi,PYSEC-2011-12,UNKNOWN,,"Directory traversal vulnerability in Django 1.1.x before 1.1.4 and 1.2.x before 1.2.5 on Windows might allow remote attackers to read or execute files via a / (slash) character in a key in a session cookie, related to session replays.",2011-02-14T21:00:00Z,4
Django,pypi,PYSEC-2011-2,UNKNOWN,,"The verify_exists functionality in the URLField implementation in Django before 1.2.7 and 1.3.x before 1.3.1 relies on Python libraries that attempt access to an arbitrary URL with no timeout, which allows remote attackers to cause a denial of service (resource consumption) via a URL associated with (1) a slow response, (2) a completed TCP connection with no application data sent, or (3) a large amount of application data, a related issue to CVE-2011-1521.",2011-10-19T10:55:00Z,4
Django,pypi,PYSEC-2011-3,UNKNOWN,,"The verify_exists functionality in the URLField implementation in Django before 1.2.7 and 1.3.x before 1.3.1 originally tests a URL's validity through a HEAD request, but then uses a GET request for the new target URL in the case of a redirect, which might allow remote attackers to trigger arbitrary GET requests with an unintended source IP address via a crafted Location header.",2011-10-19T10:55:00Z,4
Django,pypi,PYSEC-2011-4,UNKNOWN,,"Django before 1.2.7 and 1.3.x before 1.3.1 uses a request's HTTP Host header to construct a full URL in certain circumstances, which allows remote attackers to conduct cache poisoning attacks via a crafted request.",2011-10-19T10:55:00Z,4
Django,pypi,PYSEC-2011-5,UNKNOWN,,"The CSRF protection mechanism in Django through 1.2.7 and 1.3.x through 1.3.1 does not properly handle web-server configurations supporting arbitrary HTTP Host headers, which allows remote attackers to trigger unauthenticated forged requests via vectors involving a DNS CNAME record and a web page containing JavaScript code.",2011-10-19T10:55:00Z,4
Django,pypi,PYSEC-2011-8,UNKNOWN,,"The administrative interface in django.contrib.admin in Django before 1.1.3, 1.2.x before 1.2.4, and 1.3.x before 1.3 beta 1 does not properly restrict use of the query string to perform certain object filtering, which allows remote authenticated users to obtain sensitive information via a series of requests containing regular expressions, as demonstrated by a created_by__password__regex parameter.",2011-01-10T20:00:00Z,4
Django,pypi,PYSEC-2011-9,UNKNOWN,,"The password reset functionality in django.contrib.auth in Django before 1.1.3, 1.2.x before 1.2.4, and 1.3.x before 1.3 beta 1 does not validate the length of a string representing a base36 timestamp, which allows remote attackers to cause a denial of service (resource consumption) via a URL that specifies a large base36 integer.",2011-01-10T20:00:00Z,4
Django,pypi,PYSEC-2012-2,UNKNOWN,,"The (1) django.http.HttpResponseRedirect and (2) django.http.HttpResponsePermanentRedirect classes in Django before 1.3.2 and 1.4.x before 1.4.1 do not validate the scheme of a redirect target, which might allow remote attackers to conduct cross-site scripting (XSS) attacks via a data: URL.",2012-07-31T17:55:00Z,4
Django,pypi,PYSEC-2012-3,UNKNOWN,,"The django.forms.ImageField class in the form system in Django before 1.3.2 and 1.4.x before 1.4.1 completely decompresses image data during image validation, which allows remote attackers to cause a denial of service (memory consumption) by uploading an image file.",2012-07-31T17:55:00Z,4
Django,pypi,PYSEC-2012-4,UNKNOWN,,"The get_image_dimensions function in the image-handling functionality in Django before 1.3.2 and 1.4.x before 1.4.1 uses a constant chunk size in all attempts to determine dimensions, which allows remote attackers to cause a denial of service (process or thread consumption) via a large TIFF image.",2012-07-31T17:55:00Z,4
Django,pypi,PYSEC-2012-7,UNKNOWN,,The django.http.HttpRequest.get_host function in Django 1.3.x before 1.3.4 and 1.4.x before 1.4.2 allows remote attackers to generate and display arbitrary URLs via crafted username and password Host header values.,2012-11-18T23:55:00Z,4
Django,pypi,PYSEC-2013-16,UNKNOWN,,"The administrative interface for Django 1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2 does not check permissions for the history view, which allows remote authenticated administrators to obtain sensitive object history information.",2013-05-02T14:55:00Z,4
Django,pypi,PYSEC-2013-17,UNKNOWN,,"The form library in Django 1.3.x before 1.3.6, 1.4.x before 1.4.4, and 1.5 before release candidate 2 allows remote attackers to bypass intended resource limits for formsets and cause a denial of service (memory consumption) or trigger server errors via a modified max_num parameter.",2013-05-02T14:55:00Z,4
Django,pypi,PYSEC-2013-18,UNKNOWN,,"The authentication framework (django.contrib.auth) in Django 1.4.x before 1.4.8, 1.5.x before 1.5.4, and 1.6.x before 1.6 beta 4 allows remote attackers to cause a denial of service (CPU consumption) via a long password which is then hashed.",2013-09-23T20:55:00Z,4
Django,pypi,PYSEC-2013-19,UNKNOWN,,Cross-site scripting (XSS) vulnerability in the AdminURLFieldWidget widget in contrib/admin/widgets.py in Django 1.5.x before 1.5.2 and 1.6.x before 1.6 beta 2 allows remote attackers to inject arbitrary web script or HTML via a URLField.,2013-10-04T17:55:00Z,4
Django,pypi,PYSEC-2013-20,UNKNOWN,,"Directory traversal vulnerability in Django 1.4.x before 1.4.7, 1.5.x before 1.5.3, and 1.6.x before 1.6 beta 3 allows remote attackers to read arbitrary files via a file path in the ALLOWED_INCLUDE_ROOTS setting followed by a .. (dot dot) in a ssi template tag.",2013-09-16T19:14:00Z,4
